src_id,dst_id,weight
15,4835,2417
15,4840,40
15,4855,24809
15,4864,1
15,4878,100
15,4883,136
15,4896,25
15,4905,1305
15,4913,20
15,4916,12
15,4921,120
15,4947,175
15,4957,1773
15,4958,40
15,4964,7930
15,4965,5
15,5041,114
15,5044,160
15,5046,743
15,5047,15
15,5056,48
15,5066,75
15,5074,200
15,5077,25
15,5083,5
15,5087,156
15,5090,25
15,5097,18
15,5100,55
15,5104,145
15,5106,365
15,5108,45
15,5109,24
15,5110,2318
15,5116,168
15,5117,4213
15,5121,25
15,5129,32
15,5130,6316
15,5132,235
15,5142,300
15,5145,119
15,5146,40
15,5161,120
15,5170,80
15,5191,51
15,5192,7066
15,5194,25
15,5195,200
15,5199,155
15,5203,130
15,5217,567
15,5219,2788
15,5222,393
15,5229,25
15,5232,205
15,5236,20
15,5249,20
15,5253,194
15,5258,115
15,5263,3352
15,5264,87
15,5269,1210
15,5278,25
15,5283,145
15,5327,1195
15,5328,646
15,5356,104
15,5359,1000
15,5360,129
15,5373,15
15,5386,2550
15,5399,128
15,5407,1778
15,5450,1322
15,5458,90
15,5468,172
15,5471,63
15,5480,1095
15,5485,150
15,5488,1138
15,5508,5510
15,5516,20
15,5523,1518
15,5527,1456
15,5540,1339
15,5546,85
15,5547,314
15,5554,497
15,5556,1077
15,5560,30
15,5574,680
15,5582,325
15,5586,715
15,5604,105
15,5609,18
15,5616,20
15,5619,80
15,5620,660
15,5629,74
15,5636,87
15,5638,5940
15,5641,371
15,5643,401
15,5644,1205
15,5647,1138
15,5648,334
15,5660,30
15,5663,404
15,5677,30
15,5680,50
15,5689,2244
15,5692,1012
15,5697,170
15,5774,30
15,5778,100
15,5783,50
15,5797,11
15,5804,6
15,5830,331
15,5870,425
15,5879,2200
15,5896,514
15,5900,20
15,5918,25
15,5928,707
15,5936,15
15,5939,132
15,5949,1250
15,5953,80
15,6007,2239
15,6010,50
15,6015,20
15,6016,100
15,6019,60
15,6030,1168
15,6036,122
15,6044,25
15,6055,64
15,6056,120
15,6057,280
15,6063,1562
15,6065,50
15,6067,140
15,6074,60
15,6092,169
15,6104,150
15,6105,50
15,6126,287
15,6134,80
15,6135,57
15,6167,70
15,6171,25
15,6172,25
15,6194,60
15,6197,45
15,6198,75
15,6202,10
15,6220,5
15,6236,110
15,6241,20
15,6247,75
15,6251,25
15,6258,25
15,6272,25
15,6278,55
15,6290,20
15,6295,10
15,6298,5
15,6299,5
15,6302,150
15,6303,25
15,6316,15
15,6334,400
15,6341,65
15,6342,62
15,6365,76
15,6387,535
15,6407,15
15,6408,25
15,6415,20
15,6433,33
15,6437,95
15,6465,15
15,6474,18
15,6509,25
15,6515,30
15,6541,551
15,6552,11
15,6578,20
15,6582,12
15,6593,2955
15,6594,60
15,6629,20
15,6634,125
15,6662,75
15,6685,115
15,6689,237
15,6696,20
15,6698,30
15,6703,48
15,6709,792
15,6717,45
15,6726,50
15,6730,196
15,6743,75
15,6746,25
15,6760,50
15,6762,11
15,6805,20
15,6806,20
15,6829,890
15,6840,75
15,6848,48
15,6869,5
15,6890,180
15,6893,65
15,6899,51
15,6918,21089
15,6922,825
15,6935,309
15,6939,2394
15,6973,24
15,7011,1518
15,7032,25
15,7038,325
15,7094,30
15,7137,272
15,7155,50
15,7248,4036
15,7266,199
15,7289,697
15,7293,25
15,7296,85
15,7326,360
15,7376,230
15,7397,6
15,7450,232
15,7469,65
15,7474,229
15,7479,102
15,7542,25
15,7569,125
15,7605,50
15,7622,103
15,7626,55
15,7628,155
15,7630,25
15,7640,107
15,7648,270
15,7653,385
15,7780,150
15,7793,18
15,7797,25
15,7818,154
15,7877,393
15,7883,130
15,7885,96
15,7961,90
15,8001,205
15,8021,145
15,8061,30
15,8145,22
15,8263,219
15,8446,30
15,8448,98
15,8458,814
15,8476,25
15,8492,763
15,8495,25
15,8622,18568
15,8731,30
15,8769,160
15,8789,25
15,8914,60
15,8932,120
15,9024,1392
15,9039,60
15,9044,40
15,9062,293
15,9079,20
15,9101,458
15,9122,174
15,9147,40
15,9153,20
15,9162,240
15,9163,6
15,9167,425
15,9168,30
15,9173,384
15,9174,228
15,9177,100
15,9178,60
15,9180,1124
15,9185,448
15,9186,25
